0.14848,0.22999,0.35931,0.24552,-0.50546,0.57894,-0.27036,0.043546,0.373,-0.22826,-0.31406,-0.075221,-0.21034,0.11735,0.23265,-0.078428,0.30321,0.50548,0.48904,-0.25615,0.030994,-0.12029,0.43516,-0.041449,0.080658
0.22702,0.35755,0.24636,-0.27219,0.042268,-0.23077,-0.31325,0.10986,-0.084488,0.3041,-0.26491,-0.11304,-0.03722,-0.58644,-0.33393,0.083654,0.1638,-0.49046,0.59877,-0.3637,0.08748,-0.12082,0.21785,-0.3089,0.25685
0.2329,0.35756,0.24614,-0.27196,0.041469,-0.23273,-0.30576,0.11003,-0.087958,0.30525,-0.26252,-0.12268,-0.036774,0.16994,-0.11536,0.2157,-0.31291,-0.54622,-0.32804,-0.09183,0.50675,0.22563,0.15122,0.49948,0.14475
0.22786,0.35949,0.24541,-0.27545,0.046332,-0.23289,-0.32002,0.11589,-0.083156,0.30615,-0.26441,-0.12216,-0.034509,0.16857,-0.1122,0.21614,-0.31103,-0.090034,0.1513,-0.089301,0.037449,-0.094423,-0.15655,0.46079,-0.24288
0.23645,0.3614,0.23985,-0.275,0.045026,-0.22513,-0.31146,0.11532,-0.085345,0.30847,-0.25792,-0.12418,-0.038417,0.16248,-0.11742,0.21869,-0.30893,-0.096877,0.14991,0.038831,-0.092114,-0.1561,-0.24144,-0.0031147,0.16864
0.2332,0.35558,0.24397,-0.27072,0.045682,-0.22674,-0.31533,0.11445,-0.082126,0.30511,-0.25844,-0.12098,-0.040932,0.16688,-0.11436,0.21524,-0.30656,-0.085274,0.15298,0.037407,-0.095631,-0.15558,-0.2389,0.00063142,0.16994
0.23157,0.36532,0.2505,-0.27937,0.043877,-0.23044,-0.31609,0.11309,-0.077244,0.31034,-0.25568,-0.11813,-0.041698,0.1637,-0.11808,0.21766,-0.30379,-0.090636,0.14627,0.036242,-0.093091,-0.15534,-0.24118,-0.0057917,0.16719
0.23011,0.359,0.24277,-0.2726,0.04067,-0.22776,-0.31677,0.11708,-0.080239,0.30586,-0.26281,-0.12152,-0.03609,0.16863,-0.11463,0.22084,-0.30623,-0.094373,0.15391,0.040618,-0.09014,-0.15412,-0.23564,-0.00021343,0.16974
0.23407,0.35557,0.24674,-0.27544,0.039535,-0.23226,-0.31618,0.11823,-0.081063,0.30333,-0.26242,-0.12258,-0.039073,0.16556,-0.1176,0.21946,-0.30702,-0.090348,0.15173,0.032757,-0.092941,-0.16045,-0.24508,-0.0050739,0.16947
0.23038,0.35627,0.24678,-0.27243,0.043947,-0.23571,-0.31271,0.10993,-0.078409,0.30013,-0.25786,-0.11646,-0.041906,0.16732,-0.11711,0.21848,-0.30784,-0.093467,0.14989,0.033024,-0.091614,-0.15851,-0.24296,-0.0054423,0.16566
0.22659,0.35916,0.24364,-0.27669,0.046379,-0.23308,-0.31385,0.10902,-0.080156,0.30273,-0.25713,-0.11904,-0.03857,0.16535,-0.11042,0.21804,-0.31057,-0.091729,0.15131,0.032896,-0.091627,-0.16397,-0.24074,-0.0043965,0.1705
0.23267,0.36233,0.2508,-0.28285,0.044111,-0.23032,-0.31245,0.11109,-0.07949,0.30358,-0.26208,-0.12134,-0.037339,0.16382,-0.11221,0.21803,-0.30666,-0.08992,0.15343,0.039258,-0.096452,-0.15424,-0.23606,-0.00070546,0.16553
0.23182,0.35991,0.24575,-0.27592,0.047124,-0.22923,-0.32171,0.11105,-0.086767,0.3034,-0.26207,-0.12279,-0.039289,0.16641,-0.11978,0.22383,-0.31101,-0.087391,0.14856,0.031667,-0.091417,-0.15684,-0.24346,-0.0030139,0.16962
