-0.4637,0.19669,-0.022596,-0.3112,0.022069,-0.22315,-0.21394,-0.096933,-0.35687,0.32062,-0.14217,0.51814,0.4661,0.042971,0.4458,-0.033852,-0.050942,0.21363,-0.22927,-0.15711,-0.48845,-0.16505,-0.34871,-0.33254,-0.47622
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,-0.3398,0.26161,0.4898,0.027702,0.044408,-0.3594,-0.28616,-0.45397,0.20101,0.30103,0.23695,0.49398
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,-0.29025,-0.33522,0.25306,0.17461,0.41819,-0.27448,0.22145,-0.50977
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,-0.40612,0.22603,0.27997,0.28015,0.57518,-0.29392
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
0.19669,-0.022596,-0.3112,-0.21394,-0.096933,0.32062,-0.14217,0.042971,-0.033852,-0.050942,-0.15711,-0.16505,-0.33254,0.027702,0.20101,0.30103,0.23695,0.25306,-0.27448,0.22603,0.27997,0.28015,-0.29392,-0.087881,-0.1248
