-1.1091e-05,-9.8037,4.2437e-05
-5.5657e-05,-9.8038,-9.8097e-05
-5.473e-05,-9.8038,-6.7843e-05
-4.1948e-05,-9.8039,-1.4379e-05
-6.3054e-05,-9.8038,-8.2457e-05
5.527e-06,-9.8039,1.8025e-05
-4.2506e-05,-9.8038,-1.0293e-05
-1.0387e-05,-9.8038,-3.1941e-05
-4.6113e-05,-9.8037,-5.99e-05
3.4048e-06,-9.8038,-2.3773e-05
-7.5241e-05,-9.8038,-8.9149e-05
-0.00014982,-9.8038,-3.9076e-05
-8.1051e-05,-9.8038,2.7965e-05
-7.515e-05,-9.8038,8.7476e-05
2.9816e-05,-9.8038,2.1015e-05
-5.7853e-05,-9.8038,1.4105e-05
-7.7612e-05,-9.8038,2.3029e-05
-1.4266e-05,-9.8038,-1.2267e-05
-7.2381e-05,-9.8038,-5.5862e-05
-7.4354e-05,-9.8038,1.8969e-05
-2.8969e-05,-9.8037,2.195e-06
-9.5147e-05,-9.8037,1.1924e-05
-8.2228e-05,-9.8037,8.014e-06
-5.8367e-05,-9.8038,-7.1534e-06
3.5898e-05,-9.8037,-2.4557e-05
-8.5212e-05,-9.8037,-6.6407e-05
-7.2981e-06,-9.8038,1.666e-05
-7.1527e-05,-9.8038,6.4985e-05
-5.0381e-06,-9.8038,-5.2196e-05
3.2542e-06,-9.8038,3.7572e-05
-8.6344e-05,-9.8037,5.0174e-05
-7.9156e-05,-9.8037,-1.0252e-05
-4.1325e-05,-9.8038,-3.5089e-06
6.1908e-06,-9.8038,1.3249e-05
-0.00014083,-9.8039,1.9352e-05
1.9709e-06,-9.8038,2.7512e-05
-5.772e-05,-9.8037,-3.5096e-05
-1.7878e-05,-9.8037,-2.4757e-05
-1.0271e-05,-9.8038,1.2511e-05
1.622e-05,-9.8039,2.6216e-05
1.0926e-05,-9.8037,0.00016139
1.5911e-05,-9.8038,0.00011063
-1.8548e-05,-9.8038,4.808e-05
-6.591e-05,-9.8038,7.4683e-05
-5.3302e-05,-9.8039,7.4301e-06
-3.162e-05,-9.8038,8.1573e-07
-4.5222e-05,-9.8038,-5.2374e-05
-5.0807e-05,-9.8038,-2.3495e-05
-5.0139e-05,-9.8038,-1.0898e-05
-5.5294e-05,-9.8038,0.00014372
-0.0001083,-9.8039,3.522e-05
-6.0848e-05,-9.8039,-2.0802e-06
-5.6637e-06,-9.8039,7.9565e-05
-9.8332e-06,-9.8037,3.6541e-05
1.2718e-05,-9.8039,6.0131e-07
